title,author,rating,description,genre,genres,cover_id,first_publish_year,edition_count
L'Île mystérieuse,Jules Verne,4.0,"This sequel to ""20,000 Leagues Under The Sea"" doesn't advertise itself as such.  Most of the book concerns the efforts of a group of hot-air balloon castaways in the south Pacific ocean attempting to use modern knowledge in order to survive in near-desert-island conditions.  ""Robinson Crusoe"" (Defoe, 1719) started a trend of survival tales that lasts in some respects to this day and ""Island"" (1874) is Verne's contribution to that body of work.  In my estimate, no film so far has done this book justice.",Fiction,"['Fiction', 'Science fiction', 'Islands', 'Balloons', 'Shipwrecks', 'French fiction', 'Castaways', 'Survival', 'Adventure stories', 'Fiction, suspense', 'Romance literature', 'Littérature française', 'Aventures', 'Romans', 'Roman français', ""Children's fiction"", 'Island life']",1277096.0,1870,83
Curtain,Agatha Christie,4.0,"wheelchair-bound Poirot returns to Styles, the venue of his first investigation, where he knows another murder is going to take place…

The house guests at Styles seemed perfectly pleasant to Captain Hastings; there was his own daughter Judith, an inoffensive ornithologist called Norton, dashing Mr Allerton, brittle Miss Cole, Doctor Franklin and his fragile wife Barbara , Nurse Craven, Colonel Luttrell and his charming wife, Daisy, and the charismatic Boyd-Carrington.

So Hastings was shocked to learn from Hercule Poirot’s declaration that one of them was a five-times murderer. True, the ageing detective was crippled with arthritis, but had his deductive instincts finally deserted him?…",Fiction,"['Fiction', 'Private investigators', 'Murderers', 'Country homes', 'English fiction', 'Mystery', 'England, fiction', 'Detectives', 'Détectives', 'Romans, nouvelles', 'Mystery fiction', 'English literature']",12387503.0,1975,105
Dumb Witness,Agatha Christie,4.0,"Emily Arundel changed her will only days before her death, and Hercule Poirot must ""determine which of the victim's disgruntled relatives did not have a motive for murder.""--Cover.",Fiction,"['Fiction', 'Private investigators', 'Mystery', 'Murder', 'Investigation', 'Accidents', 'English literature', 'England, fiction']",14578123.0,1937,90
4:50 from Paddington,Agatha Christie,4.0,"Agatha Christie’s audacious mystery thriller, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers.

For an instant the two trains ran together, side by side. In that frozen moment, Elspeth witnessed a murder. Helplessly, she stared out of her carriage window as a man remorselessly tightened his grip around a woman’s throat. The body crumpled. Then the other train drew away.

But who, apart from Miss Marple, would take her story seriously? After all, there were no suspects, no other witnesses… and no corpse.",Fiction,"['Fiction', 'Mystery', 'English literature', 'English language', 'Murder', 'Investigation', 'Meurtre', 'Romans, nouvelles', 'Mystery fiction', 'Homicide', 'England, fiction', 'series:Miss_Marple', 'Women detectives']",13151352.0,1957,131
Hallowe'en Party,Agatha Christie,4.0,"Mystery writer Ariadne Oliver has been invited to a Hallowe’en party at Woodleigh Common. One of the other guests is an adolescent girl known for telling tall tales of murder and intrigue -- and for being generally unpleasant. But when the girl, Joyce, is found drowned in an apple-bobbing tub, Mrs Oliver wonders after the fictional nature of the girl’s claim that she had once witnessed a murder. Which of the party guests wanted to keep her quiet is a question for Ariadne’s friend Hercule Poirot. But unmasking a killer this Hallowe’en is not going to be easy -- for there isn’t a soul in Woodleigh who believes the late little storyteller was actually murdered.",Fiction,"['Fiction', 'Mystery', 'Murder', 'Murder Mystery', 'Private investigators', 'Senior detectives', 'Drowning victims', 'Murder investigations', 'Halloween', 'Belgian detectives', 'Mystery fiction', 'Parties', 'Detectives', 'English literature', 'England, fiction', 'Détectives', 'Romans, nouvelles', 'Detectives privados', 'Novela']",11160095.0,1969,93
The Daughter of Time,Josephine Tey,4.0,"Inspector Alan Grant of Scotland Yard, recuperating from a broken leg, becomes fascinated with a contemporary portrait of Richard III that bears no resemblance to the Wicked Uncle of history. Could such a sensitive, noble face actually belong to one of the world’s most heinous villains—a venomous hunchback who may have killed his brother’s children to make his crown secure? Or could Richard have been the victim, turned into a monster by the usurpers of England’s throne? Grant determines to find out once and for all, with the help of the British Museum and an American scholar, what kind of man Richard Plantagenet really was and who killed the Little Princes in the Tower.

The Daughter of Time is an ingeniously plotted, beautifully written, and suspenseful tale, a supreme achievement from one of mystery writing’s most gifted masters.",Fiction,"['Fiction', 'Police', 'History', 'Juvenile fiction', 'Hospitals', 'Polia', 'England, fiction']",6485299.0,1951,129
Third Girl,Agatha Christie,4.0,"Three young women share a London flat. The first is a coolly efficient personal secretary; the second an artist. The third interrupts Hercule Poirot's breakfast of 'Brioche' and 'Chocolat' insisting she is a murderer – and then promptly disappears.  Slowly, Poirot learns of the rumours surrounding the mysterious third girl, her family – and her disappearance. Yet hard evidence is needed before the great detective can pronounce her guilty, innocent or insane…",Fiction,"['Fiction', 'Mystery', 'Belgians', 'Juvenile literature', 'Private investigators', 'English Novelists', 'English literature', 'England, fiction', 'Murder', 'Investigation', 'Détectives', 'Romans, nouvelles', 'Belges', 'Meurtre', 'Enquêtes']",14577913.0,1966,89
The book of the damned,Charles Fort,4.0,"The Book of the Damned was the first published nonfiction work of the author Charles Fort (first edition 1919). Dealing with various types of anomalous phenomena including UFOs, strange falls of both organic and inorganic materials from the sky, odd weather patterns, the possible existence of creatures generally held to be mythological, disappearances of people under strange circumstances, and many other phenomena, the book is historically considered to be the first written in the specific field of anomalistics.",Miscellanea,"['Miscellanea', 'Meteorology', 'Astronomy', 'Religion', 'Science', 'Meteorology, miscellanea', 'Astronomy, miscellanea', 'Science, miscellanea', 'Brazilian Cooking']",825884.0,1919,120
Hercule Poirot's Christmas,Agatha Christie,4.0,"On the night before Christmas, cruel, tyrannical, filthy rich Simeon Lee is found in his locked bedroom with his throat cut. Now Hercule Poirot must put his deductive powers to the test to solve one of his most chilling cases - and to prevent a clever killer from spilling more blood.

Also published as Hercule Poirot's Christmas and Murder for Christmas",Private investigators,"['Private investigators', 'Murder', 'Christmas stories', 'Fiction', 'Investigadores privados', 'Navidad', 'Ficción', 'Christmas', 'Mystery', 'English literature', 'England, fiction', 'Fiction, religious']",12855074.0,1939,103
Murder on the Orient Express,Agatha Christie,4.0,"***While en route from Syria to Paris, in the middle of a freezing winter's night, the Orient Express is stopped dead in its tracks by a snowdrift.*** Passengers awake to find the train still stranded and to discover that a wealthy American has been brutally stabbed to death in his private compartment. Incredibly, that compartment is locked from the inside. With no escape into the wintery landscape the killer must still be on board. ***Fortunately, the brilliant Belgian inspector Hercule Poirot is also on board, having booked the last available berth.***

***Murder on the Orient Express is one of Agatha Christie’s most famous novels***, owing no doubt to a combination of its romantic setting and the ingeniousness of its plot; its non-exploitative reference to the sensational kidnapping and murder of the infant son of Charles and Anne Morrow Lindbergh only two years prior; and a popular ***1974 film adaptation, starring Albert Finney as Poirot - one of the few cinematic versions of a Christie work that met with the approval, however mild, of the author herself.***",Agatha Christie,"['Agatha Christie', 'Private investigator', 'P.I.', 'Hercule Poirot', 'Detective', 'Murder', 'Mystery', 'Juvenile', 'Humour', 'Fiction', 'Literature', 'Stories', 'Private investigators', 'Travel', 'Railroad', 'Trains', 'Express trains', 'Orient Express', 'Littérature anglaise', 'Roman anglais', 'Regény', 'Angol irodalom', 'Railroad stories', 'Railroad travel', 'Novela policíaca', 'Ficción', 'Investigation', 'Juvenile fiction', 'French imprints', 'French fiction', 'English fiction', 'English literature', 'Readers', 'Mystery fiction', 'Détectives', 'Romans, nouvelles', 'Meurtre', 'Enquêtes', 'Novela', 'Detectives privados', 'American literature']",11100465.0,1933,221
Crooked House,Agatha Christie,4.0,"Three generations of the Leonides family live together in a large, if somewhat crooked looking, house. Then the wealthy patriarch, Aristide, is murdered. Suspicion falls on the whole household, including Aristide's two sons, his widow – fifty years his junior – and even his three grandchildren. Could any member of this seemingly devoted family have had a hand in his death? Can Charles Hayward, fiance of the late millionaire's granddaughter, help the police find the killer and clear his loved one's name?Christie always acknowledged this novel as one of her favourites. She said in an interview in The Sunday Times that she enjoyed best writing the Crooked House type novel, ""which depends on a family and the interplay of their lives.""",Mystery,"['Mystery', 'Fiction', 'Women detectives', 'Murder', 'Investigation', 'Drama', 'Radio plays', 'Family secrets', 'Film adaptations', 'Juvenile fiction', 'English literature', 'English language', 'England, fiction', 'Family life', 'Homicide', 'Mystery fiction']",14570595.0,1949,109
The Red House Mystery,A. A. Milne,4.0,"This is probably one of the top classics of ""golden age"" detective fiction. Anyone who's read any mystery novels at all will be familiar with the tropes -- an English country house in the first half of the twentieth century, a locked room, a dead body, an amateur sleuth, a helpful sidekick, and all the rest.

It's a clever story, ingenious enough in its way, and an iconic example of Agatha Christie / Dorothy Sayers -type murder mysteries. If you've read more than a few of those kinds of books, you might find this one a little predictable, but it's fun despite that.

It's particularly of note, however, because Raymond Chandler wrote about it extensively in his essay ""The Simple Art of Murder."" After praising it as ""an agreeable book, light, amusing in the Punch style, written with a deceptive smoothness that is not as easy as it looks,"" he proceeds to take it sharply to task for its essential lack of realism. This book -- which Chandler admired to an extent -- was what he saw as the iconic example of what was wrong with the detective fiction of his day, and to which novels like ""The Big Sleep"" or ""The Long Goodbye"", with their hard-boiled, hard-hitting gumshoes and gritty realism, were a direct response.

So this book's worth reading not just because it's ""an agreeable book, light, [and] amusing in the Punch style"", but also because reading it will give a deepened appreciation for the later, more realistic detective fiction of writers like Hammett and Chandler.",Fiction,"['Fiction', 'England, fiction', 'Parodies, imitations', 'Mansions', 'Murder', 'Investigation']",6299936.0,1922,71
"One, Two, Buckle My Shoe",Agatha Christie,4.0,"The dentist was found with a blackened hole below his right temple. A pistol lay on the floor near his outflung right hand. Later, one of his patients was found dead from a lethal dose of local anaesthetic. A clear case of murder and suicide. But why would a dentist commit a crime in the middle of a busy day of appointments? A shoe buckle holds the key to the mystery. Now – in the words of the rhyme – can Poirot pick up the sticks and lay them straight?",Fiction,"['Fiction', 'Private investigators', 'Police', 'Mystery', 'Murder', 'Dentists', 'Crimes against', 'English literature', 'Détectives', 'Romans, nouvelles', 'England, fiction']",14586349.0,1940,98
Murder on the Links,Agatha Christie,4.0,"Belgian detective Hercule Poirot is summoned to France after receiving a distressing letter with a urgent cry for help. Upon his arrival in Merlinville-sur-Mer, the investigator finds the man who penned the letter, the South American millionaire Monsieur Renauld, stabbed to death and his body flung into a freshly dug open grave on the golf course adjoining the property. Meanwhile the millionaire's wife is found bound and gagged in her room. Apparently, it seems that Renauld and his wife were victims of a failed break-in, resulting in Renauld's kidnapping and death.

There's no lack of suspects: his wife, whose dagger served as the weapon; his embittered son, who would have killed for independence; and his mistress, who refused to be ignored - and each felt deserving of the dead man's fortune. The police think they've found the cumprit. But Poirot has his doubts. Why is the dead man wearing an overcoat that is too big for him? And who was the impassioned love-letter in the pocket for? Before Poirot can answer these questions, the case is turned upside down by the discovery of a second, identically murdered corpse...",Fiction,"['Fiction', 'Private investigators', 'Murder', 'Investigation', 'Mystery', 'Golf courses', 'English literature', 'Identity', 'English fiction', 'England, fiction', 'Private investigators--England--Fiction', 'Fiction, general', 'Borowitz Collection']",14582832.0,1923,261
Flatland,Edwin Abbott Abbott,4.0,"Flatland: A Romance of Many Dimensions, though written in 1884, is still considered useful in thinking about multiple dimensions. It is also seen as a satirical depiction of Victorian society and its hierarchies. A square, who is a resident of the two-dimensional Flatland, dreams of the one-dimensional Lineland. He attempts to convince the monarch of Lineland of the possibility of another dimension, but the monarch cannot see outside the line. The square is then visited himself by a Sphere from three-dimensional Spaceland, who must show the square Spaceland before he can conceive it. As more dimensions enter the scene, the story's discussion of fixed thought and the kind of inhuman action which accompanies it intensifies.",Fourth dimension,"['Fourth dimension', 'Fiction, general', 'Denkbeeldige landen', 'Meetkunde', 'Science Fiction', 'Geometry', 'Film adaptations', 'Fiction', 'Imaginary places', 'Historical Fiction', 'Mathematics', 'Classic Literature', 'Specimens', 'Dimension 4.', 'Readers (Secondary)', 'Examinations', 'Vocabulary tests', 'Study guides', 'English language', 'England, fiction', 'Spirituality', 'Spiritual life', 'Sphere', 'Expanding universe', 'Drama', 'Utopias', 'homeschool curriculum', 'learn math', 'Physics', 'World literature', 'Fiction subjects']",10069547.0,1884,544
Phantastes,George MacDonald,4.0,"One of George MacDonald's most important works, Phantastes is the story of a young man named Anotos and his long dreamlike journey in Fairy Land. It is the fairy tale of deep spiritual insight as Anotos makes his way through moments of uncertainty and peril and mistakes that can have irreversible consequences. This is also his spiritual quest that is destined to end with the supreme surrender of the self. When he finally experiences the hard-won surrender, a wave of joy overwhelms him. His intense personal introspection is honest as he is offered the full range of symbolic choices--great beauty, horrifying ugliness, irritating goblins, nurturing spirits. Each confrontation in Fairy Land allows Anotos to learn many necessary lessons. As he continues on the journey, many shadowy beings threaten his spiritual well-being and compel him to sing. The songs are irresistible to a beautiful White Lady who is freed from inside a statue by the music, and Anotos remains captivated by her for a long time. He sees the world more objectively; his trek invites a natural descent into feelings of pride and egotism. But his losses and sorrows coalesce themselves into things of grace, and these experiences help his spiritual growth.     Please Note:  This book has been reformatted to be easy to read in true text, not scanned images that can sometimes be difficult to decipher.  The Microsoft eBook has a contents page linked to the chapter headings for easy navigation. The Adobe eBook has bookmarks at chapter headings and is printable up to two full copies per year.  Both versions are text searchable.",Fairy tales,"['Fairy tales', 'Classic Literature', 'Fantasy', 'Fiction', 'English literature', 'Fairies', 'Scottish authors', 'Fantasy fiction', 'Fiction, general']",14358814.0,1850,417
Lilith,George MacDonald,4.0,"Lilith, written by the father of fantasy literature, George MacDonald, was first published in 1895. Its importance was recognized in its later revival in paperback by Ballantine Books as the fifth volume of the celebrated Ballantine Adult Fantasy series in September, 1969. Lilith is considered among the darkest of MacDonald's works, and among the most profound. It is a story concerning the nature of life, death and salvation. Many believe MacDonald is arguing for Christian universalism, or the idea that all will eventually be saved.","Fiction, general","['Fiction, general', 'Non-Classifiable', 'General', 'Christian fiction']",14364546.0,1895,403
The Blithedale Romance,Nathaniel Hawthorne,4.0,"A superb depiction of a utopian community that cannot survive the individual passions of its members. In language that is suggestive and often erotic, Nathaniel Hawthorne tells a tale of failed possibilities and multiple personal betrayals as he explores the contrasts between what his characters espouse and what they actually experience in an 'ideal' community. A theme of unrealized sexual possibilities serves as a counterpoint to the other failures at Blithedale: class and sex distinctions are not eradicated, and communal work on the farm proves personally unrewarding and economically disastrous. Based in part on Hawthorne's own experiences at Brook Farm, an experimental socialist community, The Blithedale Romance is especially timely in light of renewed interest in self-sufficient and other cooperative societies.",Fiction,"['Fiction', 'Communal living', 'Farm life', 'Collective farms', 'History', 'Utopias', 'Sources', 'Collective settlements', 'Classic Literature', 'Literature', 'Psychological fiction', 'open_syllabus_project', 'Fiction, psychological', 'Massachusetts, fiction', 'Fiction, general', 'Roman américain', 'Collective settlements--history--sources', 'Communal living--fiction', 'Collective farms--fiction', 'Farm life--fiction', 'Social conditions', '813/.3']",8245179.0,1852,103
Pygmalion,George Bernard Shaw,4.0,"Pygmalion is a play by George Bernard Shaw, named after a Greek mythological figure. It was first presented on stage to the public in 1913.

----------		
Also contained in:		
		

 - [Collected Plays with their Prefaces: Volume IV](https://openlibrary.org/works/OL24714049W)
 - [Complete Plays with Prefaces: Volume I](https://openlibrary.org/works/OL15835450W)		
 - [Four Plays by Bernard Shaw][1]		
 - [Plays](https://openlibrary.org/works/OL15241070W/The_Complete_Plays_of_Bernard_Shaw)		
 - [Portable Bernard Shaw](https://openlibrary.org/works/OL1066402W/The_Portable_Bernard_Shaw)		
 - [Pygmalion and Major Barbara][2]		
 - [Pygmalion and My Fair Lady][3]		
 - [Pygmalion and Related Readings][4]
 - [Pygmalion and Three Other Plays](https://openlibrary.org/works/OL15013904W)
 - [Pygmalion with Connections](https://openlibrary.org/works/OL1066164W/Pygmalion_with_Connections)		
 - [Selected Plays](https://openlibrary.org/works/OL15241059W)		
 - [Selected Plays with Prefaces](https://openlibrary.org/works/OL20644026W)		
 - [Six Plays](https://openlibrary.org/works/OL17986328W)		
			
[1]: https://openlibrary.org/works/OL1066032W/Four_Plays_by_Bernard_Shaw		
[2]: https://openlibrary.org/works/OL1066354W/Pygmalion_Major_Barbara		
[3]: https://openlibrary.org/works/OL15013928W/Pygmalion_My_Fair_Lady		
[4]: https://openlibrary.org/works/OL8049503W/Pygmalion_and_Related_Readings",Drama,"['Drama', 'Flower vending', 'Linguistics teachers', 'Social classes', 'Man-woman relationships', 'open_syllabus_project', 'German', 'Dictionaries', 'English language', 'Comedies']",9267223.0,1912,142
Ivanhoe,Sir Walter Scott,4.0,"The father of the historical novel, Sir Walter Scott invented a literary form that has remained popular for over one hundred and fifty years. Infusing his works with romance, action, and suspense, he brought long-gone eras back to life with splendor and spectacle.Set in England just after the Third Crusade, Ivanhoe is the tale of Wilfrid, a young Saxon knight, and his love for the royal princess Rowena. With his father against their union, Wilfrid embarks on a series of adventures to prove his worth, finding himself in conflict against the Normans and the Templars, and allied with such larger-than-life figures as Robin Hood and Richard the Lion Hearted. A timeless story of courage, chivalry, and courtly love, Ivanhoe is a grand epic, and its place in classical literature is assured.",Fiction,"['Fiction', 'History', 'Jews', 'Anglo-Saxons', 'Juvenile fiction', 'Normans', 'Readers', 'Chivalry', 'German language', 'Crusades', 'English literature', 'French literature', 'Medieval Civilization', 'Classic Literature', 'Jews, fiction', 'England, fiction', 'Fiction, historical', 'Templars', 'Historical fiction', ""Children's fiction""]",314235.0,1800,228
The Moonstone,Wilkie Collins,4.0,"One of the first English detective novels, this mystery involves the disappearance of a valuable diamond, originally stolen from a Hindu idol, given to a young woman on her eighteenth birthday, and then stolen again. A classic of 19th-century literature.",Fiction,"['Fiction', 'Jewelry theft', 'East Indians', 'Police', 'Drama', 'History', 'Readers', 'English fiction', 'Country homes', 'Diamonds', 'Young women', 'Juvenile literature', 'Upper class', 'Classic Literature', 'Mystery fiction', 'England, fiction', 'Murder', 'Moonstones', 'Literature', 'Dictionaries', 'English language', 'French', 'Spanish', 'William', 'Wilkie', 'Collins', 'Bantam', 'Classics', 'The Moonstone', 'Romance', 'Mystery Crime', 'Swords', 'Poison', 'Thievery', 'Kidnapping', 'Hypnotism', 'Fear', 'Joy', 'Compassion', 'Anger', 'Death', 'Crime, fiction', 'English literature', 'Fiction, crime', 'Juvenile fiction', 'Chinese speakers', ""Children's fiction"", 'Romans, nouvelles', 'Histoire', 'General', 'Malicious accusation', 'Jaw', 'Injuries', 'Operative Dentistry']",8237041.0,1868,636
Tender is the Night,F. Scott Fitzgerald,4.0,"A psychiatrist, Dick Diver, treats and eventually marries a wealthy patient, Nicole.  Eventually, this marriage destroys him.",Fiction,"['Fiction', 'Psychiatrists', 'Wealth', 'Facsimiles', 'American Manuscripts', 'Manuscripts', 'Literature', 'Psychological fiction', 'Love stories', 'The Arts', 'French', 'Literature: Classics', 'USA', 'Classics', '(Francis Scott),', '1896-1940', 'Manuscripts, American', 'Historical fiction', 'Romance fiction', 'Psychiatrists, fiction', 'France, fiction', 'Fiction, psychological', 'English', 'Modern Literature', 'American fiction', 'English fiction', 'Psychology', 'Popular Work', 'Richesse', 'Romans, nouvelles', 'Aspect moral', 'Psychiatres', 'Fiction, general', ""Histoires d'amour"", 'American literature', 'Fiction, classics', 'English literature']",6984433.0,1933,312
The Scarlet Letter,Nathaniel Hawthorne,4.0,"A stark and allegorical tale of adultery, guilt, and social repression in Puritan New England, The Scarlet Letter is a foundational work of American literature. Nathaniel Hawthorne's exploration of the dichotomy between the public and private self, internal passion and external convention, gives us the unforgettable Hester Prynne, who discovers strength in the face of ostracism and emerges as a heroine ahead of her time.",Fiction,"['Fiction', 'Puritans', 'History', 'Adultery', 'Illegitimate children', 'Clergy', 'Married women', 'Revenge', 'Women immigrants', 'American fiction', 'Women', 'Study guides', 'Examinations', 'Juvenile fiction', 'Vocabulary', 'Historical fiction', 'English language', 'Nathaniel Hawthorne', 'Littérature', 'Adultère', 'Femmes', 'Puritains', 'Romans, nouvelles', 'Interpersonal relations', 'Human relations', 'Mortal Sin', 'Illegitimacy', 'Women tailors', 'French', 'Psychological fiction', 'German', 'Spanish', 'American literature', 'Non-Classifiable', ""Children's fiction"", 'Massachusetts, fiction', 'Fiction, historical', 'Clergy, fiction', 'Fiction, psychological', 'Fiction, general', 'Reading comprehension', 'Problems, exercises', 'Readers (Adult)', 'Foreign speakers', 'Readers', 'Puritanos', 'Novela', 'Mujeres', 'Adulterio', 'Frau', 'Ehebruch', 'Puritans, fiction', 'Adulteresses', 'Histoire', 'Enfants naturels', 'Immigrantes', 'Femmes mariées', 'Vengeance', 'Clergé', 'Classics', 'Literary', 'Economic policy', 'Economic aspects', 'General', 'Dictionaries']",5654516.0,1850,608
The Invisible Man,H. G. Wells,4.0,"This book is the story of Griffin, a scientist who creates a serum to render himself invisible, and his descent into madness that follows.",Ciencia-ficción,"['Ciencia-ficción', 'Classic Literature', 'Fiction', 'Mentally ill', 'Science fiction', 'Scientists', 'Experiments', 'Adaptations', 'Time travel', 'England, fiction', 'Scientists, fiction', ""Children's fiction"", 'English literature', 'Juvenile fiction', 'Science', 'Animal experimentation', 'English language', 'French', 'Korean', 'German', 'Fiction, general', 'Spanish language', 'Readers', 'Horror tales', 'Psychological fiction']",6419199.0,0,563
Age of fable,Thomas Bulfinch,4.0,"Drawing on the works of Homer, Ovid, Virgil, and other classical authors, as well as an immense trove of stories about the Norse gods and heroes, The Age of Fable offers lively retellings of the myths of the Greek and Roman gods: Venus and Adonis, Jupiter and Juno, Daphne and Apollo, and many others. [Source][1].


  [1]: http://www.amazon.com/gp/product/0486411079/ref=pd_lpo_sbs_dp_ss_2?pf_rd_p=1944687582&pf_rd_s=lpo-top-stripe-1&pf_rd_t=201&pf_rd_i=0452011523&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=0HP4FXC8G5H55E0BK1WV",Adaptations,"['Adaptations', 'Anecdotes', 'Arthurian romances', 'Celtic Folklore', 'Celts', 'Charlemagne romances', 'Chivalry', 'Classic Literature', 'Classical Mythology', 'English Romances', 'Europe', 'Fiction', 'Folklore', 'Juvenile literature', 'Korean Mythology', 'Legends', 'Medieval Literature', 'Moyen âge', 'Mythologie', 'Mythology', 'Paraphrases tales', 'Roman français', 'Romances', 'Norse Mythology', 'Courage', 'Heroes', 'Asian Mythology', 'History', 'Bibliography', 'Charlemagne (Romances', 'Chivairy', 'Antike', 'Mythology, greek', 'Mythology, roman', 'Folklore, europe', 'Romans', 'Chevalerie', 'Charlemagne', 'Anthologie', 'Mythology, classical', 'Fabels', 'European Painting']",419378.0,1800,163
The blue castle,Lucy Maud Montgomery,4.0,"Valancy Stirling is 29, unmarried, and has never been in love. Living with her overbearing mother and meddlesome aunt, she finds her only consolation in the ""forbidden"" books of John Foster and her daydreams of the Blue Castle--a place where all her dreams come true and she can be who she truly wants to be. After getting shocking news from the doctor, she rebels against her family and discovers a surprising new world, full of love and adventures far beyond her most secret dreams.",Juvenile fiction,"['Juvenile fiction', 'Friendship', 'Self-actualization (Psychology)', 'Choice', 'History', 'Single women', 'Fiction', 'Romance fiction', 'Fiction, general']",14640067.0,1926,294
Le roman du masque de fer,Alexandre Dumas,4.0,"You are about to hear,"" said Aramis, ""an account which few could now give; for it refers to a secret which they buried with their dead...."" So begins the magnificent concluding story of the swashbuckling Musketeers--Aramis, Athos, Porthos, and D'Artagnan. Aramis--plotting against the King of France--bribes his way into the jail cells of the Bastille where a certain prisoner has been entombed for eight long years. The prisoner knows neither his real name nor the crime he has committed. But Aramis knows the secret of the prisoner's identity ... a secret so dangerous that its revelation could topple the King from his throne! Aramis ... plotting against the King? The motto of the Musketeers has been ""All for one, and one for all."" Has Aramis betrayed his friends? Is this the end of the Musketeers?",History,"['History', 'Fiction', 'Classic Literature', 'Juvenile fiction', 'Prisoners', 'Brothers', 'Twins', 'Adventure stories', 'Fiction, general', 'France, fiction', 'Twins, fiction', 'Brothers, fiction', ""Children's fiction"", 'Romance literature']",2132494.0,1600,279
Orthodoxy,Gilbert Keith Chesterton,4.0,"<p><i>Orthodoxy</i> is <a href=""https://standardebooks.org/ebooks/g-k-chesterton"">G. K. Chesterton’s</a> response to his critics’ assertion that his earlier collection of essays, <i><a href=""https://standardebooks.org/ebooks/g-k-chesterton/heretics"">Heretics</a></i>, had “merely criticised current philosophies without offering any alternative philosophy.” In his intellectual journey from pagan to agnostic to positivist philosopher, he had attempted to build a philosophy “some ten minutes in advance of the truth.” But when he compared his modern philosophy with Christian theology, he realized that he was “the man who with the utmost daring discovered what had been discovered before.” Thus, <i>Orthodoxy</i> is a work of Christian apologetics, where Chesterton tries to show that Christianity is a universal answer to the everyday needs of humanity, and not just an arbitrary philosophy handed down from on high.</p>",Apologetics,"['Apologetics', 'Christianity', 'History', 'Evidence', 'Nonfiction', 'Essays', 'Christendom', 'Christianisme', 'Apologetiek', 'Aplogetics', 'Apologetica', 'Theology', 'Ha resie', 'Rechtgla ubigkeit', 'Literatur', 'Discipling (christianity)', 'Religion, philosophy', 'Religion']",6268135.0,1908,209
Memórias póstumas de Brás Cubas,Joaquim Maria Machado de Assis,4.0,"**Memórias póstumas de Brás Cubas** é um romance escrito por Machado de Assis, desenvolvido em princípio como folhetim, de março a dezembro de 1880, na Revista Brasileira, para, no ano seguinte, ser publicado como livro, pela então Tipografia Nacional como Memorias Posthumas de Braz Cubas.

O livro tem como marcas um tom cáustico e novo estilo na obra de Machado de Assis, bem como audácia e inovação temática no cenário literário nacional, que o fez receber, à época, resenhas estranhadas. Confessando adotar a ""forma livre"" de Laurence Sterne em seu Tristram Shandy (1759–67), ou de Xavier de Maistre, em Memórias Póstumas rompe com a narração linear e objetivista de autores proeminentes da época, como Flaubert e Zola, para retratar o Rio de Janeiro e sua época em geral com pessimismo, ironia e indiferença — um dos fatores que fizeram com que fosse amplamente considerada a obra que iniciou o Realismo no Brasil, ainda que com elementos livres e próprios a Machado de Assis.

— [Wikipedia](https://pt.wikipedia.org/wiki/Mem%C3%B3rias_P%C3%B3stumas_de_Br%C3%A1s_Cubas) (CC BY-SA 4.0)",Romance brasileiro,"['Romance brasileiro', 'Dead', 'Fiction', 'Romance literature', 'Fiction, general', 'Autobiography', 'Ghost stories', 'Classics', 'Medieval Architecture', 'Architecture', 'Brazil, fiction', 'Interpersonal relations', 'Rich people']",123152.0,1881,147
Emma,Jane Austen,4.0,"Emma, by Jane Austen, is a novel about youthful hubris and the perils of misconstrued romance. The novel was first published in December 1815. As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian-Regency England; she also creates a lively comedy of manners among her characters. Before she began the novel, Austen wrote, ""I am going to take a heroine whom no one but myself will much like."" In the very first sentence she introduces the title character as ""Emma Woodhouse, handsome, clever, and rich."" Emma, however, is also rather spoiled, headstrong, and self-satisfied; she greatly overestimates her own matchmaking abilities; she is blind to the dangers of meddling in other people's lives; and her imagination and perceptions often lead her astray.",Mate selection,"['Mate selection', 'Fiction', 'open_syllabus_project', 'Historical Fiction', 'Female friendship', 'Young women', 'Classic Literature', 'England, fiction', 'Fiction, humorous', 'Friendship, fiction', 'English literature', 'Romance fiction', 'English fiction', 'Love stories', 'Humorous fiction', 'Friendship', 'England', 'Courtship', 'Juvenile fiction', ""Children's stories"", 'General', 'Humorous stories', 'Bildungsromans', 'Readers', 'Romans, nouvelles', 'Amitié féminine', 'Jeunes femmes', 'Romance', 'Humorous', 'Fiction, general', 'Young women--fiction', 'Female friendship--fiction', '823/.7', 'Woodhouse, emma', 'Mate selection--fiction', 'Young women--england--fiction', ""Children's fiction"", 'Classics', 'Historical', 'Literary', 'Contemporary women', 'Přátelství', 'Zamilovanost', 'Humoristický román', 'Upper class', 'Man-woman relationships', 'Classes supérieures', 'Amours']",9278312.0,1815,2260
